LST,NDVI,QA_PIXEL,QA_RADSAT,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,SR_QA_AEROSOL,ST_ATRAN,ST_B10,ST_CDIST,ST_DRAD,ST_EMIS,ST_EMSD,ST_QA,ST_TRAD,ST_URAD,dewpoint_temperature_2m,evaporation_from_bare_soil,evaporation_from_bare_soil_hourly,evaporation_from_open_water_surfaces_excluding_oceans,evaporation_from_open_water_surfaces_excluding_oceans_hourly,evaporation_from_the_top_of_canopy,evaporation_from_the_top_of_canopy_hourly,evaporation_from_vegetation_transpiration,evaporation_from_vegetation_transpiration_hourly,forecast_albedo,lake_bottom_temperature,lake_ice_depth,lake_ice_temperature,lake_mix_layer_depth,lake_mix_layer_temperature,lake_shape_factor,lake_total_layer_temperature,leaf_area_index_high_vegetation,leaf_area_index_low_vegetation,potential_evaporation,potential_evaporation_hourly,runoff,runoff_hourly,skin_reservoir_content,skin_temperature,snow_albedo,snow_cover,snow_density,snow_depth,snow_depth_water_equivalent,snow_evaporation,snow_evaporation_hourly,snowfall,snowfall_hourly,snowmelt,snowmelt_hourly,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,sub_surface_runoff,sub_surface_runoff_hourly,surface_latent_heat_flux,surface_latent_heat_flux_hourly,surface_net_solar_radiation,surface_net_solar_radiation_hourly,surface_net_thermal_radiation,surface_net_thermal_radiation_hourly,surface_pressure,surface_runoff,surface_runoff_hourly,surface_sensible_heat_flux,surface_sensible_heat_flux_hourly,surface_solar_radiation_downwards,surface_solar_radiation_downwards_hourly,surface_thermal_radiation_downwards,surface_thermal_radiation_downwards_hourly,temperature_2m,temperature_of_snow_layer,total_evaporation,total_evaporation_hourly,total_precipitation,total_precipitation_hourly,u_component_of_wind_10m,v_component_of_wind_10m,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,date
30.296648213826188,0.06700553745031357,22280,0,12923,13809,16582,19640,22461,23399,20304,224,6638,44970,1,1242,9408,158,657,8969,2653,289.93959045410156,-8.60774889588356e-06,-5.587935447692871e-09,-7.36946240067482e-05,-4.023313522338867e-07,-3.248266875743866e-05,-9.313225746154785e-09,0.0,0.0,0.21959871798753738,294.349853515625,0.0,273.15093994140625,24.999999999999993,294.349853515625,0.6500014662742615,294.349853515625,0.0,1.2330322265625,-0.014099493622779846,-0.00011387467384338379,2.086162567138672e-07,0.0,-4.206704876438276e-20,293.2640075683594,0.8800005316734314,0,99.99998474121094,-7.3453647229951e-24,-7.345364920210326e-25,0.0,0.0,0,0,0,0,296.6751708984375,301.7978973388672,302.1703338623047,302.9806823730469,1.4901161193847656e-08,0.0,-287056,-1044,19063936.0,0,-7867606,-277032,98050.65234375,2.086162567138672e-07,0,-11154340,94800,24429274.0,0,31983159,1227170,293.6936950683594,273.1584777832031,-0.00011478550732135773,-4.153698682785034e-07,7.403231728630999e-05,0.0,-0.6572418212890625,4.605884552001953,0.1099090576171875,0.1363983154296875,0.14996337890625,0.1507415771484375,2021-08-26
37.13210179215031,0.08580046892166138,23888,0,9849,10756,13403,16366,19438,21359,18071,224,6637,46960,6,1243,9453,171,621,9629,2654,289.93959045410156,-8.60774889588356e-06,-5.587935447692871e-09,-7.36946240067482e-05,-4.023313522338867e-07,-3.248266875743866e-05,-9.313225746154785e-09,0.0,0.0,0.21959871798753738,294.349853515625,0.0,273.15093994140625,24.999999999999993,294.349853515625,0.6500014662742615,294.349853515625,0.0,1.2330322265625,-0.014099493622779846,-0.00011387467384338379,2.086162567138672e-07,0.0,-4.206704876438276e-20,293.2640075683594,0.8800005316734314,0,99.99998474121094,-7.3453647229951e-24,-7.345364920210326e-25,0.0,0.0,0,0,0,0,296.6751708984375,301.7978973388672,302.1703338623047,302.9806823730469,1.4901161193847656e-08,0.0,-287056,-1044,19063936.0,0,-7867606,-277032,98050.65234375,2.086162567138672e-07,0,-11154340,94800,24429274.0,0,31983159,1227170,293.6936950683594,273.1584777832031,-0.00011478550732135773,-4.153698682785034e-07,7.403231728630999e-05,0.0,-0.6572418212890625,4.605884552001953,0.1099090576171875,0.1363983154296875,0.14996337890625,0.1507415771484375,2021-08-26
42.19562934195096,0.09976130723953247,21824,0,9310,10358,13177,16595,20273,23657,20053,160,6352,48434,23,1311,9508,196,555,9982,2800,289.1530456542969,-7.342547178268433e-06,-9.313225746154785e-09,-0.00013081030920147896,-1.201871782541275e-06,-7.636845111846924e-08,0.0,9.313225746154785e-10,0.0,0.2198765091598034,294.513916015625,-9.063257705499842e-20,273.14935302734375,24.999999999999993,294.513916015625,0.6500014662742615,294.513916015625,0.0,1.2330322265625,-0.01329018920660019,-0.0001749098300933838,0.0,0.0,-3.686287748342233e-20,294.40472412109375,0.8800005316734314,0,99.99998474121094,-7.3453647229951e-24,-7.345364920210326e-25,0.0,0.0,0,0,0,0,297.1952209472656,301.3719940185547,301.9663543701172,302.81251525878906,1.4901161193847656e-08,0.0,-345684,-3028,15268100.0,0,-6093228,-240264,98330.4921875,0.0,0,-8789476,86820,19571640.0,0,33881891,1289917,294.8142547607422,273.16148376464844,-0.00013823062181472778,-1.212581992149353e-06,5.960464477539063e-08,0.0,-0.38690185546875,4.542144775390625,0.11114501953125,0.13568115234375,0.1498565673828125,0.150726318359375,2021-09-11
46.658332635257636,0.11010824888944626,21824,0,9339,9798,11760,15578,19433,23512,20045,96,6343,49733,78,1315,9493,216,407,10401,2809,289.1530456542969,-7.342547178268433e-06,-9.313225746154785e-09,-0.00013081030920147896,-1.201871782541275e-06,-7.636845111846924e-08,0.0,9.313225746154785e-10,0.0,0.2198765091598034,294.513916015625,-9.063257705499842e-20,273.14935302734375,24.999999999999993,294.513916015625,0.6500014662742615,294.513916015625,0.0,1.2330322265625,-0.01329018920660019,-0.0001749098300933838,0.0,0.0,-3.686287748342233e-20,294.40472412109375,0.8800005316734314,0,99.99998474121094,-7.3453647229951e-24,-7.345364920210326e-25,0.0,0.0,0,0,0,0,297.1952209472656,301.3719940185547,301.9663543701172,302.81251525878906,1.4901161193847656e-08,0.0,-345684,-3028,15268100.0,0,-6093228,-240264,98330.4921875,0.0,0,-8789476,86820,19571640.0,0,33881891,1289917,294.8142547607422,273.16148376464844,-0.00013823062181472778,-1.212581992149353e-06,5.960464477539063e-08,0.0,-0.38690185546875,4.542144775390625,0.11114501953125,0.13568115234375,0.1498565673828125,0.150726318359375,2021-09-11
37.427520193081534,0.08211198449134827,21762,0,11974,13086,15911,19540,23036,25840,22155,224,6350,47046,6,1312,9408,158,639,9485,2802,289.1530456542969,-7.342547178268433e-06,-9.313225746154785e-09,-0.00013081030920147896,-1.201871782541275e-06,-7.636845111846924e-08,0.0,9.313225746154785e-10,0.0,0.2198765091598034,294.513916015625,-9.063257705499842e-20,273.14935302734375,24.999999999999993,294.513916015625,0.6500014662742615,294.513916015625,0.0,1.2330322265625,-0.01329018920660019,-0.0001749098300933838,0.0,0.0,-3.686287748342233e-20,294.40472412109375,0.8800005316734314,0,99.99998474121094,-7.3453647229951e-24,-7.345364920210326e-25,0.0,0.0,0,0,0,0,297.1952209472656,301.3719940185547,301.9663543701172,302.81251525878906,1.4901161193847656e-08,0.0,-345684,-3028,15268100.0,0,-6093228,-240264,98330.4921875,0.0,0,-8789476,86820,19571640.0,0,33881891,1289917,294.8142547607422,273.16148376464844,-0.00013823062181472778,-1.212581992149353e-06,5.960464477539063e-08,0.0,-0.38690185546875,4.542144775390625,0.11114501953125,0.13568115234375,0.1498565673828125,0.150726318359375,2021-09-11
46.946924903173795,0.09623857587575912,21824,0,9038,9764,11959,15077,18288,21189,18141,160,6348,49817,54,1313,9453,171,428,10402,2804,289.1530456542969,-7.342547178268433e-06,-9.313225746154785e-09,-0.00013081030920147896,-1.201871782541275e-06,-7.636845111846924e-08,0.0,9.313225746154785e-10,0.0,0.2198765091598034,294.513916015625,-9.063257705499842e-20,273.14935302734375,24.999999999999993,294.513916015625,0.6500014662742615,294.513916015625,0.0,1.2330322265625,-0.01329018920660019,-0.0001749098300933838,0.0,0.0,-3.686287748342233e-20,294.40472412109375,0.8800005316734314,0,99.99998474121094,-7.3453647229951e-24,-7.345364920210326e-25,0.0,0.0,0,0,0,0,297.1952209472656,301.3719940185547,301.9663543701172,302.81251525878906,1.4901161193847656e-08,0.0,-345684,-3028,15268100.0,0,-6093228,-240264,98330.4921875,0.0,0,-8789476,86820,19571640.0,0,33881891,1289917,294.8142547607422,273.16148376464844,-0.00013823062181472778,-1.212581992149353e-06,5.960464477539063e-08,0.0,-0.38690185546875,4.542144775390625,0.11114501953125,0.13568115234375,0.1498565673828125,0.150726318359375,2021-09-11
48.362420602310294,0.09171956032514572,21824,0,9075,9942,12323,15384,18491,21410,18337,160,6073,50229,56,1432,9536,186,435,10581,3116,290.7771301269531,-8.921604603528976e-06,-7.450580596923828e-09,-0.00018137972801923752,-9.923242032527924e-07,-5.32371923327446e-05,-1.30385160446167e-08,0.0,-9.313225746154785e-10,0.22109610959887505,295.058837890625,-1.5924224578259675e-19,273.1503601074219,24.999999999999993,295.058837890625,0.6500014662742615,295.058837890625,0.0,1.2330322265625,-0.0124739408493042,-0.0001412704586982727,4.172325134277344e-07,0.0,-3.7730240979169536e-20,294.8803253173828,0.8800005316734314,0,99.99998474121094,-7.3453647229951e-24,-7.345364920210326e-25,0.0,0.0,0,0,0,0,298.0260772705078,302.6499938964844,302.56785583496094,302.7025451660156,1.4901161193847656e-08,0.0,-609040,-2536,17660610.41015625,0,-6661720,-242328,97980.7890625,4.172325134277344e-07,0,-10234340,69929,22673448.875,0,34219294,1298417,295.1350402832031,273.15977478027344,-0.00024353805929422379,-1.0132789611816406e-06,0.00015217661848510033,0.0,-0.2869873046875,4.690338134765625,0.1111297607421875,0.13494873046875,0.149749755859375,0.150726318359375,2021-09-27
51.58519811863101,0.1041519045829773,21824,0,9274,9781,11885,15805,19480,23293,20163,160,6065,51167,131,1436,9480,204,378,10851,3123,290.7771301269531,-8.921604603528976e-06,-7.450580596923828e-09,-0.00018137972801923752,-9.923242032527924e-07,-5.32371923327446e-05,-1.30385160446167e-08,0.0,-9.313225746154785e-10,0.22109610959887505,295.058837890625,-1.5924224578259675e-19,273.1503601074219,24.999999999999993,295.058837890625,0.6500014662742615,295.058837890625,0.0,1.2330322265625,-0.0124739408493042,-0.0001412704586982727,4.172325134277344e-07,0.0,-3.7730240979169536e-20,294.8803253173828,0.8800005316734314,0,99.99998474121094,-7.3453647229951e-24,-7.345364920210326e-25,0.0,0.0,0,0,0,0,298.0260772705078,302.6499938964844,302.56785583496094,302.7025451660156,1.4901161193847656e-08,0.0,-609040,-2536,17660610.41015625,0,-6661720,-242328,97980.7890625,4.172325134277344e-07,0,-10234340,69929,22673448.875,0,34219294,1298417,295.1350402832031,273.15977478027344,-0.00024353805929422379,-1.0132789611816406e-06,0.00015217661848510033,0.0,-0.2869873046875,4.690338134765625,0.1111297607421875,0.13494873046875,0.149749755859375,0.150726318359375,2021-09-27
51.67109532012296,0.10072643309831619,21824,0,9390,9979,12230,16155,19774,23562,20532,96,6074,51192,95,1431,9393,164,384,10799,3114,290.7771301269531,-8.921604603528976e-06,-7.450580596923828e-09,-0.00018137972801923752,-9.923242032527924e-07,-5.32371923327446e-05,-1.30385160446167e-08,0.0,-9.313225746154785e-10,0.22109610959887505,295.058837890625,-1.5924224578259675e-19,273.1503601074219,24.999999999999993,295.058837890625,0.6500014662742615,295.058837890625,0.0,1.2330322265625,-0.0124739408493042,-0.0001412704586982727,4.172325134277344e-07,0.0,-3.7730240979169536e-20,294.8803253173828,0.8800005316734314,0,99.99998474121094,-7.3453647229951e-24,-7.345364920210326e-25,0.0,0.0,0,0,0,0,298.0260772705078,302.6499938964844,302.56785583496094,302.7025451660156,1.4901161193847656e-08,0.0,-609040,-2536,17660610.41015625,0,-6661720,-242328,97980.7890625,4.172325134277344e-07,0,-10234340,69929,22673448.875,0,34219294,1298417,295.1350402832031,273.15977478027344,-0.00024353805929422379,-1.0132789611816406e-06,0.00015217661848510033,0.0,-0.2869873046875,4.690338134765625,0.1111297607421875,0.13494873046875,0.149749755859375,0.150726318359375,2021-09-27
47.122142288774114,0.09860440343618393,21824,0,9485,10318,12976,16793,20467,23897,20592,96,6071,49868,29,1433,9422,168,521,10388,3117,290.7771301269531,-8.921604603528976e-06,-7.450580596923828e-09,-0.00018137972801923752,-9.923242032527924e-07,-5.32371923327446e-05,-1.30385160446167e-08,0.0,-9.313225746154785e-10,0.22109610959887505,295.058837890625,-1.5924224578259675e-19,273.1503601074219,24.999999999999993,295.058837890625,0.6500014662742615,295.058837890625,0.0,1.2330322265625,-0.0124739408493042,-0.0001412704586982727,4.172325134277344e-07,0.0,-3.7730240979169536e-20,294.8803253173828,0.8800005316734314,0,99.99998474121094,-7.3453647229951e-24,-7.345364920210326e-25,0.0,0.0,0,0,0,0,298.0260772705078,302.6499938964844,302.56785583496094,302.7025451660156,1.4901161193847656e-08,0.0,-609040,-2536,17660610.41015625,0,-6661720,-242328,97980.7890625,4.172325134277344e-07,0,-10234340,69929,22673448.875,0,34219294,1298417,295.1350402832031,273.15977478027344,-0.00024353805929422379,-1.0132789611816406e-06,0.00015217661848510033,0.0,-0.2869873046875,4.690338134765625,0.1111297607421875,0.13494873046875,0.149749755859375,0.150726318359375,2021-09-27
